"CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat","Class"
"convex","scaly","brown","True","almond","free","close","broad","white","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","solitary","paths","edible"
"convex","fibrous","white","False","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","black","scattered","grasses","edible"
"convex","smooth","white","True","anise","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","edible"
"bell","smooth","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","meadows","edible"
"flat","smooth","yellow","True","almond","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","edible"
"convex","smooth","yellow","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","meadows","edible"
"flat","fibrous","gray","False","none","free","close","narrow","gray","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","solitary","urban","edible"
"bell","smooth","yellow","True","almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","edible"
"convex","smooth","white","True","anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","meadows","edible"
"convex","scaly","white","True","anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","meadows","edible"
"flat","smooth","white","True","almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","edible"
"convex","scaly","yellow","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses","edible"
"bell","smooth","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","edible"
"convex","smooth","white","True","almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","grasses","edible"
"convex","fibrous","white","False","none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","scattered","grasses","edible"
"flat","scaly","brown","True","anise","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","black","solitary","paths","edible"
"convex","smooth","white","True","pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","urban","poisonous"
"bell","smooth","white","True","almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses","edible"
"bell","smooth","white","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","meadows","edible"
"bell","scaly","white","True","anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses","edible"
"bell","scaly","white","True","almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","grasses","edible"
"convex","smooth","yellow","True","almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","edible"
"bell","smooth","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows","edible"
"convex","fibrous","yellow","True","almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","edible"
"convex","fibrous","gray","False","none","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","solitary","urban","edible"
"flat","scaly","yellow","True","almond","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","scattered","grasses","edible"
"bell","smooth","white","True","anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows","edible"
"convex","smooth","yellow","True","almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","edible"
"convex","scaly","yellow","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","edible"
"convex","scaly","white","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses","edible"
"sunken","fibrous","gray","False","none","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","urban","edible"
"convex","smooth","white","True","almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","meadows","edible"
"convex","smooth","white","True","pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","poisonous"
"convex","scaly","yellow","True","almond","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","scattered","grasses","edible"
"flat","fibrous","white","True","almond","free","crowded","narrow","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","edible"
"convex","scaly","white","True","anise","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows","edible"
"bell","scaly","white","True","anise","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","edible"
"convex","smooth","white","True","almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses","edible"
"convex","smooth","yellow","True","almond","free","close","broad","gray","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses","edible"
"convex","scaly","brown","True","pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","urban","poisonous"
"bell","smooth","yellow","True","almond","free","close","broad","brown","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","numerous","grasses","edible"
"convex","fibrous","gray","False","none","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","solitary","urban","edible"
